id_entrevista,regiao,uf,sexo,idade,cor_raca,religiao,escolaridade,confianca_governo,confianca_judiciario,economia_12meses,voto_2t
492,Norte,Tocantins,Feminino,25 a 34 anos,Parda,Evangélica,Médio,4,2,Pouco melhor,Não votou
493,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Médio,4,4,Muito pior,3
494,Nordeste,Piauí,Feminino,25 a 34 anos,Preta,Católica,Fundamental,1,3,Muito melhor,2
495,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,1,1,Igual,2
496,Nordeste,Rio Grande Do Norte,Feminino,35 a 44 anos,Parda,Católica,Médio,3,1,Muito pior,2
497,Sul,Santa Catarina,Feminino,45 a 59 anos,Branca,Católica,Superior,2,1,Pouco pior,Não votou
498,Sudeste,São Paulo,Feminino,25 a 34 anos,Outras,Evangélica,Médio,3,3,Muito pior,1
499,Nordeste,Sergipe,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco melhor,1
500,Sul,Paraná,Feminino,25 a 34 anos,Parda,Católica,Superior,3,3,Pouco melhor,1
501,Norte,Roraima,Feminino,45 a 59 anos,Parda,Evangélica,Médio,4,4,Pouco pior,1
502,Sul,Paraná,Masculino,60 anos ou mais,Parda,Não Tem Religião,Médio,3,1,Pouco melhor,4
503,Nordeste,Alagoas,Feminino,45 a 59 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,4,3,Muito pior,2
504,Nordeste,Alagoas,Feminino,18 a 24 anos,Parda,Não Tem Religião,Superior,1,3,Muito melhor,1
505,Sul,Santa Catarina,Masculino,35 a 44 anos,Parda,Católica,Superior,2,2,Pouco melhor,Não votou
506,Sul,Santa Catarina,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,Não sabe,2,Muito pior,2
507,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Não Tem Religião,Fundamental,1,1,Pouco pior,2
508,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Parda,Não Tem Religião,Médio,2,2,Igual,3
509,Sul,Santa Catarina,Feminino,45 a 59 anos,Preta,Católica,Fundamental,4,3,Igual,Não votou
510,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Não Tem Religião,Superior,2,2,Muito pior,1
511,Nordeste,Bahia,Masculino,45 a 59 anos,Branca,Candomblé,Médio,1,1,Muito melhor,Não votou
512,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Católica,Superior,4,3,Muito pior,2
513,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Fundamental,4,4,Igual,Não votou
514,Sul,Paraná,Feminino,18 a 24 anos,Parda,Evangélica,Fundamental,3,1,Pouco pior,2
515,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Médio,1,3,Pouco pior,Não votou
516,Nordeste,Alagoas,Masculino,45 a 59 anos,Parda,Evangélica,Médio,4,3,Muito melhor,1
517,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Muito pior,2
518,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Evangélica,Médio,4,3,Pouco melhor,6
519,Sul,Rio Grande Do Sul,Masculino,35 a 44 anos,Preta,Umbanda,Médio,4,1,Igual,2
520,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Médio,3,2,Igual,3
521,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Fundamental,4,3,Pouco pior,5
522,Norte,Tocantins,Feminino,25 a 34 anos,Branca,Católica,Médio,3,3,Igual,Não votou
523,Centro-Oeste,Mato Grosso,Masculino,18 a 24 anos,Parda,Evangélica,Médio,3,2,Igual,1
524,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,1,Igual,2
525,Nordeste,Ceará,Feminino,18 a 24 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,3,2,Muito pior,2
526,Norte,Amazonas,Feminino,25 a 34 anos,Preta,Evangélica,Médio,4,4,Igual,1
527,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Parda,Católica,Fundamental,3,2,Pouco melhor,2
528,Sul,Paraná,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Muito pior,6
529,Nordeste,Maranhão,Feminino,35 a 44 anos,Outras,Católica,Superior,3,1,Muito pior,2
530,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Preta,Evangélica,Médio,3,3,Pouco melhor,1
531,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Não Tem Religião,Superior,4,2,Pouco pior,Não votou
532,Nordeste,Ceará,Masculino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,2
533,Sul,Santa Catarina,Feminino,25 a 34 anos,Parda,Evangélica,Médio,4,4,Muito pior,Não votou
534,Sul,Rio Grande Do Sul,Masculino,35 a 44 anos,Branca,Evangélica,Superior,3,2,Igual,Não votou
535,Nordeste,Alagoas,Feminino,45 a 59 anos,Parda,Católica,Médio,1,2,Muito melhor,1
536,Sul,Rio Grande Do Sul,Masculino,60 anos ou mais,Branca,Católica,Fundamental,2,4,Muito melhor,1
537,Sul,Santa Catarina,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,3,2,Pouco pior,1
538,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Umbanda,Fundamental,3,4,Muito pior,Não votou
539,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Médio,1,3,Pouco melhor,6
540,Norte,Pará,Masculino,35 a 44 anos,Preta,Católica,Fundamental,4,Não sabe,Muito pior,4
541,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Evangélica,Médio,3,2,Muito melhor,Não votou
542,Norte,Amazonas,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,1,1,Pouco pior,1
543,Nordeste,Piauí,Feminino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Pouco pior,Não votou
544,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Católica,Médio,4,4,Muito pior,Não votou
545,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,1,4,Muito melhor,1
546,Sul,Santa Catarina,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,2,2,Pouco melhor,2
547,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Branca,Católica,Superior,1,3,Pouco melhor,1
548,Nordeste,Maranhão,Masculino,35 a 44 anos,Parda,Evangélica,Superior,1,4,Muito melhor,1
549,Nordeste,Bahia,Feminino,35 a 44 anos,Branca,Católica,Fundamental,1,1,Muito pior,2
550,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Médio,2,3,Pouco melhor,2
551,Nordeste,Rio Grande Do Norte,Feminino,18 a 24 anos,Parda,Evangélica,Fundamental,1,4,Muito pior,2
552,Centro-Oeste,Mato Grosso Do Sul,Feminino,35 a 44 anos,Parda,Católica,Superior,4,4,Pouco melhor,1
553,Nordeste,Sergipe,Feminino,18 a 24 anos,Preta,Católica,Médio,3,3,Pouco melhor,2
554,Nordeste,Ceará,Feminino,60 anos ou mais,Preta,Católica,Fundamental,1,4,Muito pior,2
555,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Médio,4,4,Igual,1
556,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,4,Muito melhor,1
557,Nordeste,Maranhão,Masculino,35 a 44 anos,Parda,Evangélica,Superior,2,2,Igual,Não votou
558,Nordeste,Pernambuco,Masculino,18 a 24 anos,Branca,Católica,Fundamental,4,4,Pouco pior,Não votou
559,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Médio,4,4,Muito pior,3
560,Centro-Oeste,Mato Grosso Do Sul,Masculino,35 a 44 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,2,3,Pouco melhor,1
561,Nordeste,Piauí,Feminino,45 a 59 anos,Parda,Católica,Superior,1,4,Pouco pior,2
562,Nordeste,Ceará,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco melhor,1
563,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Igual,2
564,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Branca,Evangélica,Médio,3,2,Muito pior,2
565,Nordeste,Piauí,Feminino,35 a 44 anos,Parda,Evangélica,Fundamental,3,3,Igual,1
566,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,4,4,Pouco pior,2
567,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Parda,Católica,Fundamental,1,1,Igual,2
568,Nordeste,Paraíba,Masculino,45 a 59 anos,Branca,Católica,Fundamental,1,1,Muito melhor,1
569,Norte,Amazonas,Masculino,18 a 24 anos,Parda,Evangélica,Médio,1,1,Pouco melhor,1
570,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,4,1,Pouco pior,2
571,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Médio,1,4,Pouco melhor,2
572,Nordeste,Ceará,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,4,4,Pouco pior,2
573,Sul,Paraná,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,3,3,Pouco melhor,1
574,Norte,Pará,Masculino,25 a 34 anos,Parda,Evangélica,Superior,3,2,Igual,2
575,Sul,Paraná,Masculino,18 a 24 anos,Parda,Católica,Fundamental,3,1,Pouco melhor,1
576,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Evangélica,Superior,4,4,Pouco melhor,1
577,Sul,Paraná,Masculino,45 a 59 anos,Branca,Católica,Médio,1,4,Muito melhor,1
578,Nordeste,Bahia,Feminino,18 a 24 anos,Branca,Não Tem Religião,Fundamental,2,2,Muito pior,Não votou
579,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Umbanda,Médio,1,1,Pouco pior,2
580,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Parda,Católica,Superior,1,4,Pouco pior,2
581,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Igual,2
582,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Fundamental,4,4,Pouco melhor,Não votou
583,Norte,Pará,Masculino,18 a 24 anos,Parda,Católica,Médio,3,3,Igual,Não votou
584,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Católica,Fundamental,1,3,Muito melhor,1
585,Sul,Paraná,Feminino,45 a 59 anos,Parda,Evangélica,Superior,3,3,Muito melhor,1
586,Sul,Rio Grande Do Sul,Feminino,35 a 44 anos,Branca,Católica,Superior,1,1,Igual,2
587,Nordeste,Maranhão,Feminino,35 a 44 anos,Parda,Evangélica,Médio,1,2,Muito melhor,Não votou
588,Norte,Pará,Masculino,45 a 59 anos,Parda,Católica,Fundamental,2,1,Igual,Não votou
589,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Preta,Evangélica,Médio,3,3,Pouco pior,1
590,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Superior,4,4,Pouco melhor,1
591,Nordeste,Maranhão,Masculino,45 a 59 anos,Branca,Católica,Médio,1,3,Muito melhor,1
592,Centro-Oeste,Goiás,Feminino,35 a 44 anos,Outras,Católica,Médio,4,1,Muito pior,2
593,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Não Tem Religião,Médio,3,2,Muito pior,2
594,Sul,Santa Catarina,Masculino,35 a 44 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,4,4,Muito pior,2
595,Norte,Amazonas,Masculino,35 a 44 anos,Parda,Católica,Médio,1,3,Pouco melhor,1
596,Norte,Pará,Masculino,35 a 44 anos,Parda,Não Tem Religião,Médio,1,4,Muito melhor,1
597,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Evangélica,Fundamental,1,3,Muito melhor,1
598,Nordeste,Maranhão,Feminino,25 a 34 anos,Preta,Católica,Fundamental,1,1,Muito pior,Não votou
599,Nordeste,Ceará,Masculino,45 a 59 anos,Parda,Católica,Médio,4,1,Pouco pior,2
600,Centro-Oeste,Goiás,Feminino,45 a 59 anos,Parda,Católica,Médio,3,1,Muito pior,2
601,Nordeste,Ceará,Masculino,25 a 34 anos,Preta,Católica,Fundamental,1,3,Muito pior,2
602,Centro-Oeste,Distrito Federal,Masculino,60 anos ou mais,Parda,Católica,Médio,3,4,Pouco pior,1
603,Sul,Paraná,Masculino,60 anos ou mais,Branca,Não Tem Religião,Médio,3,4,Igual,1
604,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Branca,Católica,Fundamental,1,1,Pouco melhor,2
605,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Católica,Médio,2,4,Muito melhor,1
606,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Branca,Católica,Médio,2,2,Muito melhor,1
607,Nordeste,Maranhão,Feminino,35 a 44 anos,Preta,Católica,Fundamental,2,4,Muito pior,Não votou
608,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,Evangélica,Superior,1,3,Muito melhor,1
609,Nordeste,Paraíba,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,3,3,Pouco pior,1
610,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Não Tem Religião,Médio,3,3,Pouco pior,2
611,Nordeste,Paraíba,Masculino,25 a 34 anos,Preta,Evangélica,Médio,4,4,Muito pior,Não votou
612,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Preta,Católica,Fundamental,1,4,Muito pior,Não votou
613,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Católica,Fundamental,1,4,Muito melhor,1
614,Sul,Paraná,Masculino,45 a 59 anos,Branca,Católica,Médio,2,2,Muito pior,3
615,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Branca,Católica,Superior,4,3,Muito pior,2
616,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,1,3,Igual,2
617,Sul,Santa Catarina,Feminino,35 a 44 anos,Branca,Católica,Superior,3,3,Muito pior,2
618,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Evangélica,Médio,4,4,Muito melhor,1
619,Nordeste,Maranhão,Masculino,18 a 24 anos,Preta,Evangélica,Médio,1,1,Pouco melhor,2
620,Nordeste,Maranhão,Feminino,60 anos ou mais,Preta,Católica,Fundamental,1,3,Igual,2
621,Nordeste,Piauí,Feminino,35 a 44 anos,Parda,Católica,Médio,4,3,Muito pior,2
622,Nordeste,Maranhão,Masculino,45 a 59 anos,Branca,Evangélica,Médio,4,2,Pouco melhor,1
623,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,Evangélica,Fundamental,1,2,Pouco melhor,1
624,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,3,Não sabe,Não votou
625,Sul,Paraná,Feminino,25 a 34 anos,Branca,Católica,Médio,2,4,Muito pior,2
626,Centro-Oeste,Goiás,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Igual,2
627,Norte,Roraima,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,3,3,Muito melhor,1
628,Nordeste,Alagoas,Masculino,60 anos ou mais,Branca,Católica,Médio,2,3,Pouco melhor,1
629,Nordeste,Ceará,Feminino,25 a 34 anos,Branca,Católica,Superior,2,2,Pouco pior,2
630,Sul,Paraná,Feminino,18 a 24 anos,Branca,Umbanda,Médio,3,2,Pouco pior,1
631,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Branca,Evangélica,Médio,3,3,Pouco melhor,1
632,Nordeste,Pernambuco,Feminino,35 a 44 anos,Preta,Umbanda,Superior,3,3,Pouco pior,2
633,Sul,Santa Catarina,Masculino,35 a 44 anos,Parda,Evangélica,Fundamental,2,2,Pouco pior,2
634,Nordeste,Pernambuco,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,3,3,Pouco pior,2
635,Nordeste,Pernambuco,Masculino,35 a 44 anos,Branca,Católica,Superior,3,3,Pouco pior,2
636,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,1,1,Muito melhor,1
637,Nordeste,Paraíba,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,4,3,Muito pior,2
638,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco pior,2
639,Sul,Paraná,Feminino,25 a 34 anos,Branca,Católica,Médio,3,3,Pouco melhor,1
640,Nordeste,Bahia,Masculino,35 a 44 anos,Preta,Católica,Superior,2,2,Muito pior,4
641,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Superior,3,3,Pouco melhor,2
642,Sul,Paraná,Feminino,25 a 34 anos,Outras,Umbanda,Médio,2,3,Pouco pior,Não votou
643,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,3,3,Pouco melhor,1
644,Nordeste,Ceará,Masculino,60 anos ou mais,Preta,Católica,Fundamental,2,1,Pouco melhor,2
645,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Fundamental,3,3,Pouco melhor,2
646,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,4,4,Muito pior,2
647,Norte,Pará,Feminino,25 a 34 anos,Parda,Católica,Médio,3,2,Pouco pior,2
648,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Fundamental,2,1,Pouco melhor,2
649,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Superior,2,3,Muito melhor,1
650,Centro-Oeste,Distrito Federal,Feminino,35 a 44 anos,Preta,Católica,Superior,2,2,Não sabe,3
651,Centro-Oeste,Mato Grosso Do Sul,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Muito pior,2
652,Norte,Amazonas,Feminino,25 a 34 anos,Parda,Evangélica,Superior,3,3,Igual,Não votou
653,Nordeste,Alagoas,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,3,Muito melhor,1
654,Nordeste,Piauí,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,4,3,Pouco melhor,Não votou
655,Nordeste,Maranhão,Feminino,60 anos ou mais,Outras,Católica,Fundamental,3,1,Pouco pior,1
656,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Superior,3,2,Pouco melhor,1
657,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Preta,Evangélica,Fundamental,1,4,Muito pior,Não votou
658,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,3,3,Igual,2
659,Nordeste,Pernambuco,Feminino,16 e 17 anos,Branca,Não Tem Religião,Médio,2,2,Pouco pior,2
660,Sul,Rio Grande Do Sul,Feminino,25 a 34 anos,Branca,Católica,Médio,3,1,Pouco melhor,1
661,Centro-Oeste,Goiás,Feminino,35 a 44 anos,Outras,Evangélica,Médio,4,3,Muito pior,Não votou
662,Centro-Oeste,Goiás,Feminino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,3,2,Muito pior,2
663,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,1,3,Muito melhor,2
664,Nordeste,Rio Grande Do Norte,Feminino,60 anos ou mais,Branca,Evangélica,Fundamental,2,3,Muito pior,Não votou
665,Sul,Rio Grande Do Sul,Feminino,18 a 24 anos,Preta,Não Tem Religião,Fundamental,2,2,Pouco pior,2
666,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Médio,2,2,Muito melhor,1
667,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,1,Muito pior,2
668,Nordeste,Ceará,Masculino,25 a 34 anos,Parda,Evangélica,Superior,3,3,Pouco melhor,1
669,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Outras,Evangélica,Médio,3,2,Pouco melhor,1
670,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Não Tem Religião,Superior,2,3,Não sabe,2
671,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Superior,2,2,Pouco melhor,1
672,Sul,Rio Grande Do Sul,Masculino,25 a 34 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,4,2,Pouco melhor,2
673,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Superior,3,2,Pouco pior,2
674,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Parda,Não Tem Religião,Médio,1,1,Pouco melhor,1
675,Norte,Pará,Feminino,18 a 24 anos,Parda,Evangélica,Médio,4,4,Muito melhor,1
676,Nordeste,Maranhão,Feminino,35 a 44 anos,Preta,Não Tem Religião,Médio,2,3,Pouco pior,2
677,Norte,Amapá,Masculino,35 a 44 anos,Preta,Católica,Médio,4,1,Pouco pior,3
678,Sul,Rio Grande Do Sul,Feminino,45 a 59 anos,Branca,Católica,Médio,2,2,Pouco melhor,1
679,Nordeste,Piauí,Masculino,45 a 59 anos,Preta,Católica,Fundamental,1,1,Muito pior,2
680,Norte,Amazonas,Masculino,60 anos ou mais,Parda,Católica,Médio,4,1,Igual,2
681,Nordeste,Ceará,Feminino,60 anos ou mais,Preta,Católica,Fundamental,3,4,Pouco melhor,2
682,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Médio,1,1,Pouco pior,2
683,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Católica,Fundamental,4,3,Muito pior,1
684,Sul,Paraná,Masculino,60 anos ou mais,Branca,Não Tem Religião,Médio,3,1,Pouco pior,2
685,Centro-Oeste,Goiás,Masculino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,2,3,Muito melhor,1
686,Nordeste,Alagoas,Masculino,35 a 44 anos,Branca,Católica,Médio,4,2,Muito pior,2
687,Nordeste,Alagoas,Feminino,25 a 34 anos,Preta,Católica,Superior,3,3,Muito pior,3
688,Nordeste,Pernambuco,Masculino,18 a 24 anos,Branca,Católica,Médio,2,3,Pouco melhor,1
689,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,Católica,Fundamental,4,1,Muito pior,2
690,Nordeste,Pernambuco,Feminino,35 a 44 anos,Parda,Evangélica,Fundamental,4,1,Muito pior,2
691,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Médio,2,2,Muito pior,2
692,Centro-Oeste,Distrito Federal,Feminino,60 anos ou mais,Preta,Evangélica,Fundamental,2,3,Muito pior,2
693,Sul,Santa Catarina,Masculino,35 a 44 anos,Parda,Católica,Fundamental,4,4,Muito melhor,1
694,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Médio,2,3,Muito melhor,1
695,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Superior,Não sabe,3,Pouco melhor,1
696,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Não Tem Religião,Superior,4,4,Muito pior,Não votou
697,Norte,Amazonas,Masculino,35 a 44 anos,Parda,Católica,Médio,1,1,Pouco melhor,2
698,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Parda,Evangélica,Médio,3,3,Muito pior,2
699,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Católica,Superior,2,2,Pouco pior,1
700,Sudeste,São Paulo,Feminino,25 a 34 anos,Preta,"Mórmon, Adventista, Testemunha De Jeová",Médio,4,4,Muito pior,4
701,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Branca,Evangélica,Superior,4,1,Pouco melhor,2
702,Nordeste,Piauí,Feminino,25 a 34 anos,Parda,Católica,Superior,3,1,Pouco pior,2
703,Sul,Santa Catarina,Feminino,45 a 59 anos,Parda,Católica,Fundamental,4,2,Muito pior,2
704,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Católica,Superior,2,4,Muito melhor,1
705,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Evangélica,Médio,3,1,Igual,Não votou
706,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Parda,Católica,Fundamental,4,2,Igual,3
707,Sudeste,Rio De Janeiro,Masculino,18 a 24 anos,Branca,Evangélica,Médio,3,3,Pouco melhor,1
708,Nordeste,Alagoas,Feminino,25 a 34 anos,Branca,Católica,Médio,3,3,Pouco pior,1
709,Norte,Acre,Masculino,25 a 34 anos,Preta,Evangélica,Médio,1,4,Pouco melhor,1
710,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Católica,Médio,4,3,Igual,1
711,Nordeste,Ceará,Feminino,60 anos ou mais,Branca,Não Tem Religião,Médio,1,2,Pouco pior,1
712,Nordeste,Alagoas,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,1,Igual,2
713,Nordeste,Pernambuco,Feminino,35 a 44 anos,Outras,Candomblé,Superior,3,4,Muito pior,2
714,Sul,Paraná,Masculino,35 a 44 anos,Preta,Evangélica,Superior,3,4,Pouco melhor,1
715,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Superior,2,4,Muito melhor,1
716,Nordeste,Bahia,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,1,3,Muito pior,Não votou
717,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Católica,Médio,1,1,Pouco melhor,2
718,Sul,Paraná,Masculino,45 a 59 anos,Branca,Evangélica,Médio,3,1,Igual,2
719,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Branca,Evangélica,Médio,3,3,Igual,1
720,Nordeste,Piauí,Masculino,35 a 44 anos,Preta,Católica,Fundamental,3,3,Pouco pior,3
721,Norte,Pará,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,4,4,Igual,2
722,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Pouco melhor,2
723,Nordeste,Paraíba,Feminino,45 a 59 anos,Parda,Evangélica,Médio,3,3,Muito melhor,1
724,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Superior,3,3,Igual,2
725,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Evangélica,Fundamental,3,1,Pouco melhor,6
726,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Preta,Católica,Fundamental,Não sabe,1,Igual,2
727,Sul,Paraná,Feminino,60 anos ou mais,Branca,Católica,Superior,2,4,Pouco melhor,1
728,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Branca,Católica,Fundamental,3,4,Muito pior,2
729,Nordeste,Bahia,Feminino,35 a 44 anos,Parda,Católica,Médio,Não sabe,1,Igual,2
730,Nordeste,Pernambuco,Masculino,35 a 44 anos,Branca,Católica,Superior,3,2,Muito pior,2
731,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Médio,4,3,Pouco pior,6
732,Sudeste,São Paulo,Masculino,18 a 24 anos,Outras,Evangélica,Médio,4,4,Muito melhor,1
733,Nordeste,Bahia,Feminino,25 a 34 anos,Parda,Não Tem Religião,Médio,4,4,Muito pior,Não votou
734,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,1,Pouco melhor,2
735,Nordeste,Alagoas,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,1,4,Pouco melhor,1
736,Sudeste,Rio De Janeiro,Masculino,16 e 17 anos,Branca,"Espírita Kardecista, Espiritualista",Médio,1,3,Muito pior,2
737,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Não Tem Religião,Fundamental,3,3,Muito pior,2
738,Nordeste,Maranhão,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,1,3,Pouco melhor,6
739,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,3,4,Igual,Não votou
